labels,values,title,value_heading
"['tray', 'anode', 'draft']","[1000000, 100000, 100]",Title,Values
"['sleep', 'shame', 'realm']","[30, 40, 60]",Title,Values
"['belief', 'jaw', 'tissue', 'marine', 'handle', 'sugar', 'parade']","[9, 1, 4, 1, 4, 2, 1]",Sales statistics for different items,Units sold
"['dream', 'tongue', 'stem', 'test', 'driver', 'rock', 'shot']","[4, 8, 1, 8, 5, 6, 2]",Title,Values
"['hand', 'realm', 'belt', 'center', 'effort', 'brick']","[50, 60, 40, 70, 70, 40]",Accuracy of different algorithms,Accuracy
"['house', 'tent', 'host', 'era', 'state']","[6, 5, 6, 9, 9]",Most preferred objects,Number of People
"['street', 'order', 'top']","[9, 9, 8]",Accuracy of different algorithms,Accuracy
"['sheet', 'doubt']","[70, 90]",Accuracy of different algorithms,Accuracy
"['meat', 'bridge', 'era', 'pride', 'verse']","[40, 10, 70, 30, 50]",Accuracy of different algorithms,Accuracy
"['chorus', 'cut', 'summer', 'size', 'claim', 'speed', 'youth', 'doctor', 'legs']","[6, 8, 3, 8, 9, 6, 1, 9, 2]",Most preferred objects,Number of People
"['matter', 'joy', 'wave', 'brand', 'dream', 'dozen']","[2, 0, 1, 7, 3, 5]",Title,Values
"['whisky', 'week', 'load', 'hole', 'golf']","[1, 5, 8, 3, 6]",Most preferred objects,Number of People
"['sitter', 'advice', 'hurry', 'joy']","[7, 2, 3, 1]",Title,Values
"['tire', 'war', 'detail', 'output']","[9, 6, 1, 3]",Title,Values
"['farm', 'roof']","[1, 6]",Sales statistics for different items,Units sold
"['milk', 'branch']","[1, 1]",Most preferred objects,Number of People
"['oxygen', 'kind']","[10, 80]",Title,Values
"['beer', 'crop', 'unit', 'aim', 'pocket']","[50, 50, 30, 40, 20]",Accuracy of different algorithms,Accuracy
"['chief', 'safety', 'branch', 'jungle', 'tire']","[2, 1, 2, 8, 3]",Most preferred objects,Number of People
"['critic', 'worth', 'tail', 'county', 'lesson']","[3, 6, 4, 8, 1]",Accuracy of different algorithms,Accuracy
"['tail', 'league', 'fruit']","[60, 30, 20]",Title,Values
"['plant', 'mercy', 'fist', 'brick', 'sum', 'chest', 'book', 'pastor']","[2, 4, 1, 2, 5, 4, 7, 2]",Title,Values
"['curve', 'task']","[8, 6]",Most preferred objects,Number of People
"['desire', 'phase', 'manner']","[7, 7, 6]",Sales statistics for different items,Units sold
"['branch', 'studio', 'tape', 'garage']","[3, 9, 2, 9]",Accuracy of different algorithms,Accuracy
"['level', 'fun', 'supply', 'excuse', 'event']","[7, 1, 4, 6, 5]",Accuracy of different algorithms,Accuracy
"['region', 'phase', 'force', 'rail', 'issue', 'shift', 'jury', 'poetry', 'limit']","[5, 9, 6, 6, 9, 1, 4, 2, 4]",Most preferred objects,Number of People
"['author', 'noon', 'angle', 'garage', 'buffer', 'phase', 'porch']","[3, 9, 1, 7, 6, 7, 4]",Sales statistics for different items,Units sold
"['fan', 'wire', 'memory', 'gate', 'word', 'vein']","[3, 8, 9, 8, 5, 4]",Title,Values
"['drunk', 'league', 'dark']","[9, 2, 9]",Title,Values
"['making', 'attack']","[6, 2]",Sales statistics for different items,Units sold
"['pipe', 'artery', 'pure', 'beauty', 'foam', 'water', 'bit', 'safety']","[7, 7, 5, 8, 4, 8, 8, 5]",Accuracy of different algorithms,Accuracy
"['talk', 'supply', 'murder', 'fury']","[10000000, 1000000000, 10, 1000000000]",Title,Values
"['wash', 'stuff', 'depth', 'phone', 'blonde', 'taste', 'lie', 'signal']","[5, 7, 1, 8, 1, 5, 4, 6]",Sales statistics for different items,Units sold
"['cotton', 'wave', 'center']","[-6, 8, 3]",Title,Values
"['basket', 'favor', 'army', 'event']","[7, 4, 9, 4]",Accuracy of different algorithms,Accuracy
"['piano', 'garden']","[7, 4]",Accuracy of different algorithms,Accuracy
"['run', 'shift', 'poet', 'silver', 'fly', 'watch']","[10, 30, 30, 90, 20, 30]",Title,Values
"['phone', 'head']","[2, 2]",Sales statistics for different items,Units sold
"['box', 'nation', 'moon', 'safety']","[10, 40, 90, 60]",Most preferred objects,Percent of People
"['cool', 'room', 'reader', 'notice']","[6, 7, 1, 8]",Accuracy of different algorithms,Accuracy
"['school', 'deal', 'sun', 'cell']","[1, 9, 0, 6]",Title,Values
"['string', 'watch', 'desk', 'coach', 'image', 'order']","[90, 50, 10, 70, 90, 70]",Accuracy of different algorithms,Accuracy
"['extent', 'milk', 'fire', 'museum', 'paper']","[30, 60, 90, 40, 20]",Most preferred objects,Percent of People
"['plain', 'pain', 'vice', 'comedy', 'rice']","[2, 1, 7, 9, 3]",Sales statistics for different items,Units sold
"['result', 'strain', 'city', 'hunger']","[6, 7, 2, 9]",Title,Values
"['girl', 'test', 'image']","[80, 60, 20]",Title,Values
"['point', 'bundle', 'search', 'hay', 'issue']","[4, 3, 7, 6, 2]",Accuracy of different algorithms,Accuracy
"['amount', 'salary', 'wire']","[6, 8, 5]",Sales statistics for different items,Units sold
"['honey', 'son', 'basis', 'noise', 'letter']","[10, 10000000, 10000000, 100, 100000]",Title,Values
"['state', 'target', 'pair', 'lamp', 'fool', 'depth', 'farm', 'land']","[1, 5, 3, 3, 9, 4, 9, 6]",Most preferred objects,Number of People
"['cream', 'tie', 'trust']","[60, 10, 50]",Title,Values
"['sphere', 'trail', 'worth']","[3, 0, 1]",Title,Values
"['cancer', 'marine', 'virtue', 'season', 'nobody', 'trap', 'dark']","[2, 1, 2, 2, 2, 9, 7]",Title,Values
"['desk', 'hill', 'folk', 'blood', 'silver', 'detail', 'grave', 'doctor']","[70, 60, 80, 20, 20, 40, 30, 20]",Accuracy of different algorithms,Accuracy
"['thirty', 'matter', 'colony', 'crisis', 'week']","[8, 1, 1, 8, 6]",Sales statistics for different items,Units sold
"['policy', 'income']","[9, 6]",Title,Values
"['party', 'pilot', 'phase', 'woman', 'defeat']","[1, 9, 1, 6, 6]",Sales statistics for different items,Units sold
"['craft', 'radar', 'guilt', 'north']","[4, 5, 4, 1]",Most preferred objects,Number of People
"['return', 'expert', 'river', 'pack', 'car']","[2, 3, 5, 9, 5]",Title,Values
"['bond', 'day']","[70, 40]",Accuracy of different algorithms,Accuracy
"['fish', 'horror']","[1, 1]",Title,Values
"['land', 'victim', 'lumber']","[-1, 5, 4]",Title,Values
"['clock', 'skill', 'fee', 'holder', 'dealer']","[9, 2, 5, 9, 9]",Accuracy of different algorithms,Accuracy
"['dark', 'night', 'fiber', 'mold']","[4, 5, 9, 7]",Accuracy of different algorithms,Accuracy
"['model', 'taste', 'search', 'rock', 'colony', 'set', 'wait', 'mature']","[5, 4, 1, 2, 3, 8, 4, 6]",Accuracy of different algorithms,Accuracy
"['voting', 'graph', 'powder']","[3, 9, 2]",Title,Values
"['ward', 'gain', 'supply', 'design', 'doubt']","[60, 70, 80, 80, 60]",Most preferred objects,Percent of People
"['regard', 'plane']","[4, 7]",Sales statistics for different items,Units sold
"['liquid', 'cell', 'notion', 'fury', 'tool', 'piano']","[8, 9, 6, 8, 4, 9]",Sales statistics for different items,Units sold
"['fire', 'lay', 'island', 'bass', 'hole']","[90, 0, 0, 50, 40]",Title,Values
"['lock', 'impact', 'agent', 'income', 'check', 'chance']","[1, 7, 7, 3, 3, 9]",Most preferred objects,Number of People
"['nature', 'prayer', 'worry']","[2, 6, 3]",Title,Values
"['habit', 'course', 'opera', 'clock', 'bread']","[90, 90, 50, 60, 60]",Accuracy of different algorithms,Accuracy
"['case', 'gay']","[9, 1]",Sales statistics for different items,Units sold
"['smoke', 'cycle']","[6, 4]",Title,Values
"['stay', 'volume', 'holder', 'path']","[9, 5, 7, 4]",Accuracy of different algorithms,Accuracy
"['faint', 'crime']","[9, 6]",Accuracy of different algorithms,Accuracy
"['luck', 'ladder', 'birth', 'growth', 'soap']","[7, 3, 7, 2, 2]",Most preferred objects,Number of People
"['strike', 'fear', 'chief', 'wise', 'move', 'lamp']","[8, 6, 3, 5, 5, 3]",Title,Values
"['temple', 'beach', 'fan', 'rate']","[8, 6, 2, 1]",Most preferred objects,Number of People
"['mother', 'degree', 'merger', 'body']","[9, 3, 1, 5]",Sales statistics for different items,Units sold
"['guest', 'luxury', 'judge', 'motion', 'opera', 'front']","[7, 7, 8, 9, 5, 1]",Most preferred objects,Number of People
"['doctor', 'gang', 'lead', 'class', 'writer']","[5, 3, 5, 3, 8]",Title,Values
"['fellow', 'ease', 'entry', 'ride', 'prison', 'answer', 'check']","[2, 6, 4, 2, 8, 9, 8]",Sales statistics for different items,Units sold
"['cent', 'genius']","[6, 9]",Title,Values
"['rhythm', 'fall', 'cold', 'doubt']","[1, 8, 2, 5]",Title,Values
"['silver', 'feel', 'ladder']","[7, 2, 5]",Title,Values
"['book', 'plant', 'clock', 'left', 'style']","[60, 80, 70, 90, 30]",Most preferred objects,Percent of People
"['court', 'note', 'bride', 'man', 'thirty', 'case']","[7, 2, 9, 6, 8, 7]",Accuracy of different algorithms,Accuracy
"['marine', 'well', 'money', 'adult', 'hold', 'doctor']","[80, 80, 60, 40, 60, 90]",Most preferred objects,Percent of People
"['tool', 'jaw', 'shot', 'waste', 'image', 'speech']","[20, 40, 50, 20, 20, 80]",Title,Values
"['today', 'cow']","[90, 20]",Title,Values
"['hour', 'bit', 'street', 'hat']","[2, 8, 3, 1]",Most preferred objects,Number of People
"['crime', 'meat', 'top', 'story', 'planet', 'series']","[10, 70, 30, 30, 50, 40]",Most preferred objects,Percent of People
"['tire', 'snake', 'pure', 'policy', 'iodine']","[4, 3, 6, 9, 5]",Sales statistics for different items,Units sold
"['fury', 'guilt', 'unity', 'studio', 'birth']","[6, 8, 6, 3, 2]",Sales statistics for different items,Units sold
"['time', 'critic', 'arc', 'record', 'stream', 'dome', 'reform', 'beam', 'trial']","[9, 7, 1, 3, 8, 2, 1, 7, 1]",Title,Values
"['cup', 'bench', 'belief', 'court', 'lock', 'brief']","[3, 7, 9, 8, 9, 1]",Most preferred objects,Number of People
"['roof', 'artist', 'friend', 'step', 'ride', 'drive']","[1000, 10000, 10000, 100000, 1000000000, 10]",Title,Values
"['sitter', 'mouth', 'hurry', 'bench', 'report']","[40, 30, 80, 80, 20]",Most preferred objects,Percent of People
"['father', 'theory', 'lie', 'iron', 'lady', 'jury', 'doubt', 'roll']","[5, 2, 6, 2, 9, 2, 5, 2]",Title,Values
"['lap', 'lumber', 'factor', 'rock', 'trap']","[10, 10, 40, 80, 60]",Most preferred objects,Percent of People
"['bottle', 'sex', 'inside', 'adult', 'brand', 'output']","[6, 7, 3, 3, 5, 8]",Title,Values
"['street', 'demand', 'barn', 'corps', 'fate']","[6, 4, 8, 6, 2]",Accuracy of different algorithms,Accuracy
"['chance', 'bullet', 'cereal', 'medium']","[7, 2, 1, 5]",Sales statistics for different items,Units sold
"['left', 'defeat']","[60, 90]",Most preferred objects,Percent of People
"['health', 'breath', 'stay', 'hunger', 'dollar']","[1, 2, 3, 3, 5]",Accuracy of different algorithms,Accuracy
"['entry', 'field', 'flux', 'mind', 'degree']","[8, 2, 3, 7, 6]",Title,Values
"['theory', 'diet', 'luxury']","[100000, 1000000, 1000000000]",Title,Values
"['ease', 'cure', 'image', 'sense']","[10000, 1, 100000, 1000]",Title,Values
"['smile', 'sheet']","[2, 5]",Sales statistics for different items,Units sold
"['corn', 'grip', 'bundle', 'file', 'cheek', 'extent', 'index', 'editor', 'dome']","[70, 50, 70, 30, 80, 80, 90, 30, 50]",Accuracy of different algorithms,Accuracy
"['labor', 'issue', 'lip', 'pipe', 'bottle', 'pencil']","[6, 8, 2, 9, 8, 1]",Sales statistics for different items,Units sold
"['desire', 'aim', 'laugh', 'entry', 'meal']","[3, 8, 8, 2, 1]",Accuracy of different algorithms,Accuracy
"['bare', 'class', 'rice', 'gate', 'hall', 'enemy', 'honey']","[2, 7, 8, 2, 8, 8, 7]",Most preferred objects,Number of People
"['symbol', 'force']","[5, 9]",Sales statistics for different items,Units sold
"['closet', 'ground', 'sand']","[40, 10, 40]",Most preferred objects,Percent of People
"['touch', 'corn', 'artist']","[4, 1, 9]",Title,Values
"['reason', 'left', 'grave', 'game', 'value', 'melody', 'award', 'battle', 'marine']","[20, 30, 80, 30, 70, 80, 60, 70, 50]",Title,Values
"['noon', 'secret', 'move', 'talent', 'term', 'colony', 'author']","[2, 6, 8, 7, 8, 8, 2]",Title,Values
"['tongue', 'hold', 'member', 'craft']","[4, 4, 8, 3]",Accuracy of different algorithms,Accuracy
"['warmth', 'mean', 'unity']","[3, 1, 1]",Title,Values
"['ocean', 'cannot', 'county', 'milk', 'museum']","[9, 8, 3, 5, 6]",Accuracy of different algorithms,Accuracy
"['circle', 'base', 'well', 'term']","[2, 1, 5, 3]",Accuracy of different algorithms,Accuracy
"['shock', 'truck', 'fiber']","[3, 1, 2]",Sales statistics for different items,Units sold
"['pack', 'corps']","[2, 4]",Sales statistics for different items,Units sold
"['mile', 'soap', 'iodine', 'strip']","[90, 40, 60, 90]",Most preferred objects,Percent of People
"['bed', 'cycle', 'vacuum']","[3, 7, 2]",Sales statistics for different items,Units sold
"['value', 'hill']","[9, 5]",Most preferred objects,Number of People
"['mail', 'luxury']","[8, 3]",Accuracy of different algorithms,Accuracy
"['watch', 'fly', 'fence', 'mail']","[7, 9, 7, 7]",Most preferred objects,Number of People
"['holder', 'scene', 'butter']","[3, 6, 4]",Most preferred objects,Number of People
"['deck', 'set']","[4, 4]",Accuracy of different algorithms,Accuracy
"['sorry', 'sound', 'mail', 'legend', 'voyage', 'spread', 'bunk', 'wire', 'cost']","[5, 5, 9, 4, 8, 8, 8, 4, 3]",Sales statistics for different items,Units sold
"['stress', 'critic', 'forest']","[5, 5, 1]",Sales statistics for different items,Units sold
"['pocket', 'value', 'laugh', 'making', 'piece', 'sky', 'island', 'cool', 'week']","[50, 10, 60, 10, 20, 10, 30, 80, 50]",Title,Values
"['pain', 'note']","[6, 2]",Sales statistics for different items,Units sold
"['honor', 'route', 'coal']","[4, 4, 1]",Title,Values
"['dome', 'home']","[8, 3]",Most preferred objects,Number of People
"['leg', 'park', 'fear', 'fog']","[7, 7, 8, 1]",Accuracy of different algorithms,Accuracy
"['couple', 'lot', 'salary', 'review', 'bath', 'screen']","[2, 9, 7, 6, 1, 7]",Sales statistics for different items,Units sold
"['row', 'player', 'clock', 'gang', 'diet']","[4, 9, 6, 2, 2]",Sales statistics for different items,Units sold
"['oil', 'wound', 'poetry', 'thirty']","[9, 3, 5, 8]",Accuracy of different algorithms,Accuracy
"['rise', 'period']","[5, 4]",Most preferred objects,Number of People
"['tent', 'group', 'adult', 'living']","[8, 2, 8, 9]",Accuracy of different algorithms,Accuracy
"['switch', 'stress', 'tale', 'fist', 'firm', 'sea']","[5, 5, 3, 5, 3, 1]",Most preferred objects,Number of People
"['rage', 'mine', 'switch', 'one']","[9, 5, 7, 2]",Accuracy of different algorithms,Accuracy
"['handle', 'rise', 'seat', 'fist', 'tube', 'holder', 'value']","[10, 10000, 10000, 1000, 100000000, 10000, 1000]",Title,Values
"['memory', 'sky', 'bent', 'lock', 'shock']","[80, 80, 40, 60, 70]",Most preferred objects,Percent of People
"['left', 'speech', 'flow', 'row', 'muscle', 'desire']","[5, 4, 3, 3, 5, 2]",Most preferred objects,Number of People
"['child', 'winter', 'arc', 'novel', 'truth', 'artery', 'size', 'studio']","[3, 1, 7, 9, 7, 3, 7, 2]",Sales statistics for different items,Units sold
"['jar', 'joke', 'smell']","[30, 50, 60]",Title,Values
"['leg', 'sea', 'coast', 'grip']","[50, 10, 20, 40]",Most preferred objects,Percent of People
"['valley', 'fate', 'bed', 'spite']","[80, 60, 40, 10]",Most preferred objects,Percent of People
"['flood', 'driver', 'store', 'curve']","[5, 1, 3, 3]",Sales statistics for different items,Units sold
"['round', 'suit', 'flow', 'novel', 'cotton']","[80, 20, 60, 70, 20]",Most preferred objects,Percent of People
"['pitch', 'cabin', 'bill']","[9, 4, 6]",Most preferred objects,Number of People
"['beard', 'money', 'public', 'lady', 'fight']","[8, 2, 2, 4, 2]",Sales statistics for different items,Units sold
"['carbon', 'path', 'steel', 'fate']","[6, 8, 7, 3]",Accuracy of different algorithms,Accuracy
"['desire', 'source', 'stock', 'wit', 'secret']","[2, 6, 2, 2, 5]",Sales statistics for different items,Units sold
"['energy', 'source', 'handle', 'school', 'fault', 'rhythm', 'night', 'shape']","[90, 80, 50, 30, 50, 80, 80, 70]",Most preferred objects,Percent of People
"['shade', 'harbor']","[1, 5]",Title,Values
"['survey', 'patent', 'car']","[3, 4, 5]",Accuracy of different algorithms,Accuracy
"['ranch', 'camp', 'target']","[70, 30, 80]",Most preferred objects,Percent of People
"['hay', 'song', 'brick', 'month', 'brain']","[3, 8, 5, 4, 5]",Sales statistics for different items,Units sold
"['sound', 'merit', 'gown', 'bed', 'boss']","[80, 70, 20, 70, 10]",Accuracy of different algorithms,Accuracy
"['grade', 'drink', 'merit']","[9, 7, 6]",Most preferred objects,Number of People
"['road', 'basket', 'pipe']","[7, 9, 7]",Most preferred objects,Number of People
"['pocket', 'minute', 'fluid', 'porch', 'future', 'tent']","[8, 3, 1, 8, 9, 9]",Title,Values
"['maid', 'well', 'crew', 'report', 'affair']","[1, 4, 2, 7, 9]",Sales statistics for different items,Units sold
"['shame', 'height', 'whisky', 'soil', 'saline', 'fund', 'trial']","[9, 6, 1, 2, 9, 4, 7]",Accuracy of different algorithms,Accuracy
"['code', 'table', 'opera', 'style', 'air', 'coat', 'plug', 'flight']","[9, 2, 3, 2, 3, 5, 5, 2]",Most preferred objects,Number of People
"['grain', 'review', 'dream', 'realm', 'shadow']","[9, 7, 1, 5, 7]",Sales statistics for different items,Units sold
"['lead', 'cereal', 'patent', 'comedy']","[6, 3, 5, 1]",Sales statistics for different items,Units sold
"['route', 'carbon']","[5, 2]",Title,Values
"['gay', 'door']","[1, 1]",Accuracy of different algorithms,Accuracy
"['speech', 'muscle', 'error', 'cellar', 'foil', 'stairs', 'blood', 'snow', 'cloth']","[80, 90, 90, 0, 20, 50, 10, 0, 80]",Title,Values
"['drunk', 'jar']","[7, 2]",Accuracy of different algorithms,Accuracy
"['heard', 'action', 'vein', 'fence', 'remark', 'poet', 'cannot']","[1000000000, 1000000, 10000000, 100, 10, 10000, 100000]",Title,Values
"['carbon', 'school', 'metal', 'home', 'person']","[80, 10, 80, 70, 80]",Title,Values
"['cast', 'voyage', 'author', 'wood']","[30, 10, 30, 80]",Most preferred objects,Percent of People
"['phrase', 'melody', 'whisky', 'piano', 'hold', 'bird', 'ladder', 'card', 'feel']","[6, 2, 8, 2, 3, 5, 3, 9, 2]",Sales statistics for different items,Units sold
"['round', 'base']","[3, 7]",Accuracy of different algorithms,Accuracy
"['stone', 'artist']","[5, 3]",Most preferred objects,Number of People
"['reach', 'plane', 'sand', 'army', 'age', 'help', 'enemy', 'plan']","[2, 8, 4, 1, 4, 4, 5, 8]",Sales statistics for different items,Units sold
"['symbol', 'flesh']","[4, 1]",Most preferred objects,Number of People
"['year', 'bench']","[4, 6]",Most preferred objects,Number of People
"['moon', 'focus', 'debate', 'comedy', 'flood', 'poem', 'period', 'theory']","[4, 6, 8, 8, 6, 6, 8, 1]",Sales statistics for different items,Units sold
"['bond', 'victim', 'breath', 'dive', 'essay', 'wire']","[3, 8, 6, 1, 9, 5]",Sales statistics for different items,Units sold
"['tie', 'mile']","[0, 9]",Title,Values
"['group', 'tent', 'hen', 'help', 'bowl']","[3, 9, 6, 4, 4]",Most preferred objects,Number of People
"['spot', 'drama', 'light', 'fury', 'mature', 'bare']","[6, 5, 6, 3, 7, 9]",Accuracy of different algorithms,Accuracy
"['metal', 'sphere', 'vote', 'affair', 'mercy', 'plenty', 'book']","[6, 9, 3, 9, 7, 3, 3]",Accuracy of different algorithms,Accuracy
"['game', 'system', 'shell', 'reach', 'year']","[6, 1, 7, 8, 1]",Title,Values
"['dress', 'load', 'mile']","[90, 20, 70]",Most preferred objects,Percent of People
"['matter', 'ratio', 'fault', 'rain', 'self']","[80, 50, 80, 80, 80]",Accuracy of different algorithms,Accuracy
