labels,values,title,value_heading,code
"['spread', 'sleep', 'melody', 'shade', 'copy', 'trail', 'glory']","[3, 5, 8, 6, 8, 6, 4]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['spread', 'sleep', 'melody', 'shade', 'copy', 'trail', 'glory']
values = [3.0, 5.0, 8.0, 6.0, 8.0, 6.0, 4.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['skin', 'thirty', 'basis', 'nature', 'behalf', 'excuse', 'genius', 'folk']","[3, 2, 1, 4, 3, 8, 6, 9]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['skin', 'thirty', 'basis', 'nature', 'behalf', 'excuse', 'genius', 'folk']
values = [3.0, 2.0, 1.0, 4.0, 3.0, 8.0, 6.0, 9.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Times New Roman')  # Add a title to the chart

# Display the chart
plt.show()
"
"['gas', 'reach', 'golf', 'sewage', 'aim']","[4, 3, 6, 7, 2]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['gas', 'reach', 'golf', 'sewage', 'aim']
values = [4.0, 3.0, 6.0, 7.0, 2.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['sort', 'event', 'snow']","[-2, 1, -1]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['sort', 'event', 'snow']
values = [2.0, 1.0, 1.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['neck', 'behalf', 'core', 'access', 'plant']","[2, 7, 4, 3, 4]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['neck', 'behalf', 'core', 'access', 'plant']
values = [2.0, 7.0, 4.0, 3.0, 4.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['affair', 'survey', 'random']","[80, 10, 80]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['affair', 'survey', 'random']
values = [80.0, 10.0, 80.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['vacuum', 'bread', 'gain', 'lesson', 'female', 'case', 'army', 'party']","[9, 7, 3, 9, 1, 7, 4, 9]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['vacuum', 'bread', 'gain', 'lesson', 'female', 'case', 'army', 'party']
values = [9.0, 7.0, 3.0, 9.0, 1.0, 7.0, 4.0, 9.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['round', 'silver', 'plate', 'end', 'pencil']","[3, 8, 7, 3, 9]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['round', 'silver', 'plate', 'end', 'pencil']
values = [3.0, 8.0, 7.0, 3.0, 9.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['sense', 'guilt', 'reform', 'color', 'tool', 'reach']","[60, 50, 90, 40, 50, 60]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['sense', 'guilt', 'reform', 'color', 'tool', 'reach']
values = [60.0, 50.0, 90.0, 40.0, 50.0, 60.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['blind', 'flow', 'while', 'tip']","[20, 30, 70, 50]",Most preferred objects,Percent of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['blind', 'flow', 'while', 'tip']
values = [20.0, 30.0, 70.0, 50.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Most preferred objects', fontname='Verdana')  # Add a title to the chart

# Display the chart
plt.show()
"
"['sand', 'chief', 'corps', 'reply', 'grain', 'labor']","[9, 3, 9, 6, 1, 4]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['sand', 'chief', 'corps', 'reply', 'grain', 'labor']
values = [9.0, 3.0, 9.0, 6.0, 1.0, 4.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Times New Roman')  # Add a title to the chart

# Display the chart
plt.show()
"
"['team', 'leader', 'visit', 'method', 'arm', 'terror']","[80, 70, 20, 50, 60, 10]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['team', 'leader', 'visit', 'method', 'arm', 'terror']
values = [80.0, 70.0, 20.0, 50.0, 60.0, 10.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['reply', 'visit', 'sand', 'chin']","[3, 3, 3, 9]",Most preferred objects,Number of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['reply', 'visit', 'sand', 'chin']
values = [3.0, 3.0, 3.0, 9.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Most preferred objects', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['heard', 'driver', 'sex', 'curve', 'jaw']","[2, 2, 6, 9, 3]",Most preferred objects,Number of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['heard', 'driver', 'sex', 'curve', 'jaw']
values = [2.0, 2.0, 6.0, 9.0, 3.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Most preferred objects', fontname='Times New Roman')  # Add a title to the chart

# Display the chart
plt.show()
"
"['future', 'jet', 'strike', 'world', 'blonde', 'harbor', 'pencil']","[50, 90, 90, 80, 40, 90, 30]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['future', 'jet', 'strike', 'world', 'blonde', 'harbor', 'pencil']
values = [50.0, 90.0, 90.0, 80.0, 40.0, 90.0, 30.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Verdana')  # Add a title to the chart

# Display the chart
plt.show()
"
"['closet', 'tour', 'sum', 'ground']","[6, 9, 1, 7]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['closet', 'tour', 'sum', 'ground']
values = [6.0, 9.0, 1.0, 7.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Comic Sans MS')  # Add a title to the chart

# Display the chart
plt.show()
"
"['air', 'supply', 'author']","[8, 2, 8]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['air', 'supply', 'author']
values = [8.0, 2.0, 8.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Comic Sans MS')  # Add a title to the chart

# Display the chart
plt.show()
"
"['well', 'proof', 'search']","[8, 5, 5]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['well', 'proof', 'search']
values = [8.0, 5.0, 5.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['stem', 'age', 'lap', 'face']","[9, 5, 1, 9]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['stem', 'age', 'lap', 'face']
values = [9.0, 5.0, 1.0, 9.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Comic Sans MS')  # Add a title to the chart

# Display the chart
plt.show()
"
"['jazz', 'wealth', 'merger', 'gang', 'left', 'city', 'inside', 'poem', 'sitter']","[8, 1, 7, 5, 2, 0, 2, 9, 5]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['jazz', 'wealth', 'merger', 'gang', 'left', 'city', 'inside', 'poem', 'sitter']
values = [8.0, 1.0, 7.0, 5.0, 2.0, 0.0, 2.0, 9.0, 5.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Verdana')  # Add a title to the chart

# Display the chart
plt.show()
"
"['level', 'lot']","[8, 4]",Title,Values,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['level', 'lot']
values = [8.0, 4.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Title', fontname='Comic Sans MS')  # Add a title to the chart

# Display the chart
plt.show()
"
"['none', 'engine', 'hope', 'clock', 'spot', 'bank', 'region']","[9, 6, 8, 9, 5, 5, 6]",Sales statistics for different items,Units sold,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['none', 'engine', 'hope', 'clock', 'spot', 'bank', 'region']
values = [9.0, 6.0, 8.0, 9.0, 5.0, 5.0, 6.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Sales statistics for different items', fontname='Arial')  # Add a title to the chart

# Display the chart
plt.show()
"
"['safety', 'sewage']","[8, 6]",Accuracy of different algorithms,Accuracy,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['safety', 'sewage']
values = [8.0, 6.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Accuracy of different algorithms', fontname='Courier New')  # Add a title to the chart

# Display the chart
plt.show()
"
"['hair', 'mail', 'good', 'blind', 'word', 'phrase', 'stage', 'laugh', 'moon']","[70, 90, 90, 20, 30, 30, 40, 50, 40]",Most preferred objects,Percent of People,"
import matplotlib.pyplot as plt

# Categories and their corresponding values
categories = ['hair', 'mail', 'good', 'blind', 'word', 'phrase', 'stage', 'laugh', 'moon']
values = [70.0, 90.0, 90.0, 20.0, 30.0, 30.0, 40.0, 50.0, 40.0]

# Creating the pie chart
plt.figure(figsize=(8, 5))  # Set the figure size (optional)
plt.pie(values, labels=categories, autopct='%1.1f%%', colors=plt.cm.Set3.colors)  # Plot the pie chart with percentages and a color map

# Adding title and labels
plt.title('Most preferred objects', fontname='Times New Roman')  # Add a title to the chart

# Display the chart
plt.show()
"
